AMBAinScope,ResourceType,FriendlyName
no,Microsoft.MarketplaceOrdering/agreements,null
no,Microsoft.MarketplaceOrdering/operations,null
no,Microsoft.MarketplaceOrdering/offertypes,null
yes,Microsoft.Media/mediaservices,Media Service
no,Microsoft.Media/mediaservices/assets,null
no,Microsoft.Media/mediaservices/assets/tracks,null
no,Microsoft.Media/mediaservices/assets/tracks/operationstatuses,null
no,Microsoft.Media/mediaservices/assets/tracks/operationResults,null
no,Microsoft.Media/mediaservices/contentKeyPolicies,null
no,Microsoft.Media/mediaservices/streamingLocators,null
no,Microsoft.Media/mediaservices/streamingPolicies,null
no,Microsoft.Media/mediaservices/eventGridFilters,null
no,Microsoft.Media/mediaservices/transforms,null
no,Microsoft.Media/mediaservices/transforms/jobs,null
no,Microsoft.Media/mediaservices/streamingEndpoints,null
no,Microsoft.Media/mediaservices/liveEvents,null
no,Microsoft.Media/mediaservices/liveEvents/liveOutputs,null
no,Microsoft.Media/mediaservices/streamingEndpointOperations,null
no,Microsoft.Media/mediaservices/liveEventOperations,null
no,Microsoft.Media/mediaservices/liveOutputOperations,null
no,Microsoft.Media/mediaservices/streamingendpoints/operationlocations,null
no,Microsoft.Media/mediaservices/liveevents/operationlocations,null
no,Microsoft.Media/mediaservices/liveevents/liveoutputs/operationlocations,null
no,Microsoft.Media/mediaservices/privateEndpointConnectionProxies,null
no,Microsoft.Media/mediaservices/privateEndpointConnections,null
no,Microsoft.Media/mediaservices/privateEndpointConnectionOperations,null
no,Microsoft.Media/locations/mediaServicesOperationStatuses,null
no,Microsoft.Media/locations/mediaServicesOperationResults,null
no,Microsoft.Media/mediaservices/assets/assetFilters,null
no,Microsoft.Media/mediaservices/accountFilters,null
no,Microsoft.Media/operations,null
no,Microsoft.Media/checknameavailability,null
no,Microsoft.Media/locations,null
no,Microsoft.Media/locations/checkNameAvailability,null
no,Microsoft.Migrate/migrateprojects,null
no,Microsoft.Migrate/assessmentProjects,null
no,Microsoft.Migrate/moveCollections,null
no,Microsoft.Migrate/operations,null
no,Microsoft.Migrate/locations,null
no,Microsoft.Migrate/locations/rmsOperationResults,null
no,Microsoft.Migrate/modernizeProjects,null
no,Microsoft.Mission/Locations,null
no,Microsoft.Mission/Locations/OperationStatuses,null
no,Microsoft.Mission/Operations,null
no,Microsoft.Mission/virtualEnclaves/endpoints,null
no,Microsoft.Mission/checkNameAvailability,null
no,Microsoft.MixedReality/locations,null
no,Microsoft.MixedReality/locations/checkNameAvailability,null
no,Microsoft.MixedReality/operations,null
yes,Microsoft.MixedReality/spatialAnchorsAccounts,MixedReality Spatial Anchor Accounts
yes,Microsoft.MixedReality/remoteRenderingAccounts,MixedReality Renite Rendering Accounts
yes,Microsoft.MixedReality/objectAnchorsAccounts,MixedReality Object Anchor Accounts
no,Microsoft.MobileNetwork/Locations,null
no,Microsoft.MobileNetwork/Locations/OperationStatuses,null
no,Microsoft.MobileNetwork/Operations,null
no,Microsoft.MobileNetwork/packetCoreControlPlaneVersions,null
no,Microsoft.MobilePacketCore/Locations,null
no,Microsoft.MobilePacketCore/Locations/OperationStatuses,null
no,Microsoft.MobilePacketCore/Operations,null
no,Microsoft.ModSimWorkbench/Locations/operationStatuses,null
no,Microsoft.ModSimWorkbench/Locations,null
no,Microsoft.ModSimWorkbench/Operations,null
no,Microsoft.Monitor/operations,null
yes,Microsoft.Monitor/accounts,Monitor Accounts
no,Microsoft.Monitor/locations/locationOperationStatuses,null
no,Microsoft.Monitor/locations/operationResults,null
no,Microsoft.Monitor/locations,null
no,Microsoft.Monitor/locations/operationStatuses,null
no,Microsoft.Monitor/investigations,null
no,Microsoft.MySQLDiscovery/locations,null
no,Microsoft.MySQLDiscovery/locations/operationStatuses,null
no,Microsoft.MySQLDiscovery/MySQLSites,null
no,Microsoft.MySQLDiscovery/MySQLSites/MySQLServers,null
no,Microsoft.MySQLDiscovery/MySQLSites/Refresh,null
no,Microsoft.MySQLDiscovery/MySQLSites/Summaries,null
no,Microsoft.MySQLDiscovery/MySQLSites/ErrorSummaries,null
no,Microsoft.MySQLDiscovery/operations,null
yes,Microsoft.NetApp/netAppAccounts,Azure Netapp Files
no,Microsoft.NetApp/netAppAccounts/snapshotPolicies,null
no,Microsoft.NetApp/netAppAccounts/volumeGroups,null
yes,Microsoft.NetApp/netAppAccounts/capacityPools,Capacity Pool
yes,Microsoft.NetApp/netAppAccounts/capacityPools/volumes,Volume
no,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/mountTargets,null
no,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots,null
no,Microsoft.NetApp/netAppAccounts/capacityPools/volumes/volumeQuotaRules,null
no,Microsoft.NetApp/locations,null
no,Microsoft.NetApp/locations/checkNameAvailability,null
no,Microsoft.NetApp/locations/checkFilePathAvailability,null
no,Microsoft.NetApp/operations,null
no,Microsoft.NetApp/locations/checkQuotaAvailability,null
no,Microsoft.NetApp/locations/queryNetworkSiblingSet,null
no,Microsoft.NetApp/locations/updateNetworkSiblingSet,null
no,Microsoft.NetApp/locations/regionInfo,null
no,Microsoft.NetApp/locations/regionInfos,null
no,Microsoft.NetApp/locations/QuotaLimits,null
no,Microsoft.NetApp/locations/CheckInventory,null
no,Microsoft.NetApp/locations/operationResults,null
no,Microsoft.NetworkAnalytics/Locations,null
no,Microsoft.NetworkAnalytics/Locations/OperationStatuses,null
no,Microsoft.NetworkAnalytics/Operations,null
no,Microsoft.NetworkAnalytics/registeredSubscriptions,null
no,Microsoft.NetworkCloud/locations,null
no,Microsoft.NetworkCloud/locations/operationStatuses,null
yes,Microsoft.NetworkCloud/clusterManagers,Network Cloud Cluster Managers
yes,Microsoft.NetworkCloud/racks,Network Cloud Racks
yes,Microsoft.NetworkCloud/clusters,Network Cloud Clusters
yes,Microsoft.NetworkCloud/bareMetalMachines,Network Cloud BareMetal Machines
yes,Microsoft.NetworkCloud/virtualMachines,Network Cloud Virtual Machines
no,Microsoft.NetworkCloud/operations,null
no,Microsoft.NetworkCloud/rackSkus,null
yes,Microsoft.NetworkCloud/cloudServicesNetworks,Network Cloud Cloud Services Networks
no,Microsoft.NetworkCloud/l2Networks,null
yes,Microsoft.NetworkCloud/storageAppliances,Network Cloud Storage Appliances
yes,Microsoft.NetworkCloud/trunkedNetworks,Network Cloud Trunked Networks
yes,Microsoft.NetworkCloud/l3Networks,Network Cloud L3 Networks
no,Microsoft.NetworkCloud/clusters/metricsConfigurations,null
no,Microsoft.NetworkCloud/virtualMachines/consoles,null
no,Microsoft.NetworkCloud/clusters/bareMetalMachineKeySets,null
no,Microsoft.NetworkCloud/clusters/bmcKeySets,null
yes,Microsoft.NetworkCloud/volumes,Network Cloud Volumes
no,Microsoft.NetworkCloud/registeredSubscriptions,null
yes,Microsoft.NetworkCloud/kubernetesClusters,Network Cloud Kubernetes Clusters
no,Microsoft.NetworkCloud/kubernetesClusters/agentPools,null
yes,Microsoft.NetworkFunction/azureTrafficCollectors,Expressroute Traffic Collector
no,Microsoft.NetworkFunction/azureTrafficCollectors/collectorPolicies,null
yes,Microsoft.NetworkFunction/meshVpns,Network Function Mesh VPN
no,Microsoft.NetworkFunction/meshVpns/connectionPolicies,null
no,Microsoft.NetworkFunction/meshVpns/privateEndpointConnections,null
no,Microsoft.NetworkFunction/meshVpns/privateEndpointConnectionProxies,null
no,Microsoft.NetworkFunction/operations,null
no,Microsoft.NetworkFunction/locations,null
no,Microsoft.NetworkFunction/locations/nfvOperations,null
no,Microsoft.NetworkFunction/locations/nfvOperationResults,null
yes,Microsoft.NotificationHubs/namespaces,Notification Hubs
no,Microsoft.NotificationHubs/namespaces/notificationHubs,null
no,Microsoft.NotificationHubs/checkNamespaceAvailability,null
no,Microsoft.NotificationHubs/checkNameAvailability,null
no,Microsoft.NotificationHubs/operations,null
no,Microsoft.Nutanix/operations,null
no,Microsoft.Nutanix/locations,null
no,Microsoft.ObjectStore/osNamespaces,null
no,Microsoft.OffAzure/VMwareSites,null
no,Microsoft.OffAzure/HyperVSites,null
no,Microsoft.OffAzure/ServerSites,null
no,Microsoft.OffAzure/ImportSites,null
no,Microsoft.OffAzure/MasterSites,null
no,Microsoft.OffAzure/locations,null
no,Microsoft.OffAzure/locations/operationResults,null
no,Microsoft.OffAzure/operations,null
no,Microsoft.OffAzureSpringBoot/locations,null
no,Microsoft.OffAzureSpringBoot/locations/operationStatuses,null
no,Microsoft.OffAzureSpringBoot/springbootsites,null
no,Microsoft.OffAzureSpringBoot/springbootsites/springbootservers,null
no,Microsoft.OffAzureSpringBoot/springbootsites/springbootapps,null
no,Microsoft.OffAzureSpringBoot/operations,null
no,Microsoft.OffAzureSpringBoot/springbootsites/summaries,null
no,Microsoft.OffAzureSpringBoot/springbootsites/errorsummaries,null
no,Microsoft.OpenEnergyPlatform/Locations,null
no,Microsoft.OpenEnergyPlatform/Locations/OperationStatuses,null
no,Microsoft.OpenEnergyPlatform/energyServices,null
no,Microsoft.OpenEnergyPlatform/checkNameAvailability,null
no,Microsoft.OpenEnergyPlatform/Operations,null
no,Microsoft.OpenEnergyPlatform/energyServices/privateEndpointConnections,null
no,Microsoft.OpenEnergyPlatform/energyServices/privateLinkResources,null
no,Microsoft.OpenEnergyPlatform/energyServices/privateEndpointConnectionProxies,null
no,Microsoft.OperationsManagement/solutions,null
no,Microsoft.OperationsManagement/managementassociations,null
no,Microsoft.OperationsManagement/views,null
no,Microsoft.OperationsManagement/operations,null
no,Microsoft.OperatorVoicemail/Operations,null
no,Microsoft.OperatorVoicemail/Locations,null
no,Microsoft.OperatorVoicemail/Locations/OperationStatuses,null
no,Microsoft.OperatorVoicemail/Locations/checkNameAvailability,null
no,Microsoft.OracleDiscovery/locations,null
no,Microsoft.OracleDiscovery/locations/operationStatuses,null
no,Microsoft.OracleDiscovery/oraclesites,null
no,Microsoft.OracleDiscovery/oraclesites/oracleservers,null
no,Microsoft.OracleDiscovery/oraclesites/oracledatabases,null
no,Microsoft.OracleDiscovery/oraclesites/summaries,null
no,Microsoft.OracleDiscovery/oraclesites/errorSummaries,null
no,Microsoft.OracleDiscovery/operations,null
no,Microsoft.Orbital/availableGroundStations,null
no,Microsoft.Orbital/contactProfiles,null
yes,Microsoft.Orbital/spacecrafts,Orbital Spacecrafts
no,Microsoft.Orbital/spacecrafts/contacts,null
yes,Microsoft.Orbital/groundStations,Orbital Ground Stations
yes,Microsoft.Orbital/globalCommunicationsSites,Orbital Global Communication Sites
yes,Microsoft.Orbital/l2Connections,Orbital L2 Connections
yes,Microsoft.Orbital/edgeSites,Orbital Edge Sites
no,Microsoft.Orbital/operations,null
no,Microsoft.Orbital/locations,null
no,Microsoft.Orbital/locations/operationResults,null
no,Microsoft.Orbital/locations/operationStatuses,null
no,Microsoft.PartnerManagedConsumerRecurrence/recurrences,null
no,Microsoft.PartnerManagedConsumerRecurrence/operations,null
no,Microsoft.PartnerManagedConsumerRecurrence/checkEligibility,null
no,Microsoft.PartnerManagedConsumerRecurrence/operationStatuses,null
yes,Microsoft.Peering/peerings,Peerings
no,Microsoft.Peering/peeringLocations,null
no,Microsoft.Peering/legacyPeerings,null
no,Microsoft.Peering/peerAsns,null
no,Microsoft.Peering/peeringServices,null
no,Microsoft.Peering/peeringServiceCountries,null
no,Microsoft.Peering/peeringServiceLocations,null
no,Microsoft.Peering/peeringServiceProviders,null
no,Microsoft.Peering/checkServiceProviderAvailability,null
no,Microsoft.Peering/lookingGlass,null
no,Microsoft.Peering/cdnPeeringPrefixes,null
no,Microsoft.Peering/operations,null
no,Microsoft.Pki/Operations,null
no,Microsoft.Portal/dashboards,null
no,Microsoft.Portal/tenantconfigurations,null
no,Microsoft.Portal/listTenantConfigurationViolations,null
no,Microsoft.Portal/operations,null
no,Microsoft.Portal/locations,null
no,Microsoft.Portal/consoles,null
no,Microsoft.Portal/locations/consoles,null
no,Microsoft.Portal/userSettings,null
no,Microsoft.Portal/locations/userSettings,null
no,Microsoft.PowerBI/workspaceCollections,null
no,Microsoft.PowerBI/locations,null
no,Microsoft.PowerBI/locations/checkNameAvailability,null
no,Microsoft.PowerBI/privateLinkServicesForPowerBI,null
no,Microsoft.PowerBI/privateLinkServicesForPowerBI/operationResults,null
no,Microsoft.PowerBI/operations,null
no,Microsoft.PowerBIDedicated/capacities,null
no,Microsoft.PowerBIDedicated/autoScaleVCores,null
no,Microsoft.PowerBIDedicated/locations,null
no,Microsoft.PowerBIDedicated/locations/checkNameAvailability,null
no,Microsoft.PowerBIDedicated/locations/operationresults,null
no,Microsoft.PowerBIDedicated/locations/operationstatuses,null
no,Microsoft.PowerBIDedicated/operations,null
no,Microsoft.PowerPlatform/operations,null
no,Microsoft.PowerPlatform/enterprisePolicies,null
no,Microsoft.PowerPlatform/accounts,null
no,Microsoft.PowerPlatform/locations,null
no,Microsoft.PowerPlatform/locations/deleteVirtualNetworkOrSubnets,null
no,Microsoft.PowerPlatform/locations/validateDeleteVirtualNetworkOrSubnets,null
no,Microsoft.ProfessionalService/checkNameAvailability,null
no,Microsoft.ProfessionalService/eligibilityCheck,null
no,Microsoft.ProfessionalService/operationResults,null
no,Microsoft.ProfessionalService/operations,null
no,Microsoft.ProfessionalService/resources,null
no,Microsoft.ProgrammableConnectivity/operations,null
no,Microsoft.ProgrammableConnectivity/locations,null
no,Microsoft.ProgrammableConnectivity/locations/operationStatuses,null
no,Microsoft.ProgrammableConnectivity/gateways,null
no,Microsoft.ProgrammableConnectivity/openApiGateways,null
no,Microsoft.ProgrammableConnectivity/openApiGatewayOfferings,null
no,Microsoft.ProgrammableConnectivity/OperatorOfferings,null
no,Microsoft.ProgrammableConnectivity/OperatorConnections,null
no,Microsoft.ProgrammableConnectivity/operatorApiPlans,null
no,Microsoft.ProgrammableConnectivity/operatorApiConnections,null
no,Microsoft.ProviderHub/providerRegistrations,null
no,Microsoft.ProviderHub/operationStatuses,null
no,Microsoft.ProviderHub/providerRegistrations/resourceTypeRegistrations,null
no,Microsoft.ProviderHub/providerRegistrations/defaultRollouts,null
no,Microsoft.ProviderHub/providerRegistrations/customRollouts,null
no,Microsoft.ProviderHub/providerRegistrations/checkinmanifest,null
no,Microsoft.ProviderHub/providerRegistrations/resourceActions,null
no,Microsoft.ProviderHub/availableAccounts,null
no,Microsoft.ProviderHub/providerRegistrations/authorizedApplications,null
yes,Microsoft.Purview/accounts,Purview Accounts
no,Microsoft.Purview/accounts/kafkaConfigurations,null
no,Microsoft.Purview/operations,null
no,Microsoft.Purview/setDefaultAccount,null
no,Microsoft.Purview/removeDefaultAccount,null
no,Microsoft.Purview/getDefaultAccount,null
no,Microsoft.Purview/checkNameAvailability,null
no,Microsoft.Purview/locations,null
no,Microsoft.Purview/locations/operationResults,null
no,Microsoft.Purview/locations/listFeatures,null
no,Microsoft.Purview/locations/usages,null
no,Microsoft.Purview/policies,null
yes,Microsoft.Quantum/Workspaces,Quantum Workspaces
no,Microsoft.Quantum/Operations,null
no,Microsoft.Quantum/Locations,null
no,Microsoft.Quantum/Locations/OperationStatuses,null
no,Microsoft.Quantum/locations/offerings,null
no,Microsoft.Quantum/Locations/CheckNameAvailability,null
no,Microsoft.RecommendationsService/locations,null
no,Microsoft.RecommendationsService/locations/operationStatuses,null
no,Microsoft.RecommendationsService/accounts,null
no,Microsoft.RecommendationsService/accounts/modeling,null
no,Microsoft.RecommendationsService/accounts/serviceEndpoints,null
no,Microsoft.RecommendationsService/operations,null
no,Microsoft.RecommendationsService/checkNameAvailability,null
yes,Microsoft.RecoveryServices/vaults,Recovery Services
no,Microsoft.RecoveryServices/operations,null
no,Microsoft.RecoveryServices/locations,null
no,Microsoft.RecoveryServices/locations/backupStatus,null
no,Microsoft.RecoveryServices/locations/checkNameAvailability,null
no,Microsoft.RecoveryServices/locations/allocatedStamp,null
no,Microsoft.RecoveryServices/locations/allocateStamp,null
no,Microsoft.RecoveryServices/locations/backupValidateFeatures,null
no,Microsoft.RecoveryServices/locations/backupPreValidateProtection,null
no,Microsoft.RecoveryServices/locations/backupCrrJobs,null
no,Microsoft.RecoveryServices/locations/backupCrrJob,null
no,Microsoft.RecoveryServices/locations/backupAadProperties,null
no,Microsoft.RecoveryServices/locations/backupCrossRegionRestore,null
no,Microsoft.RecoveryServices/locations/backupCrrOperationResults,null
no,Microsoft.RecoveryServices/locations/backupCrrOperationsStatus,null
Yes,Microsoft.RecoveryServices/backupProtectedItems,Recovery Services Backup Protected Items
no,Microsoft.RecoveryServices/replicationEligibilityResults,null
no,Microsoft.RecoveryServices/locations/capabilities,null
no,Microsoft.RedHatOpenShift/locations,null
no,Microsoft.RedHatOpenShift/locations/operationresults,null
no,Microsoft.RedHatOpenShift/locations/operationsstatus,null
yes,Microsoft.RedHatOpenShift/OpenShiftClusters,RedHat Open Shift Clusters
no,Microsoft.RedHatOpenShift/operations,null
no,Microsoft.RedHatOpenShift/locations/openshiftversions,null
yes,Microsoft.Relay/namespaces,Relay
no,Microsoft.Relay/namespaces/authorizationrules,null
no,Microsoft.Relay/namespaces/privateEndpointConnections,null
no,Microsoft.Relay/namespaces/privateEndpointConnectionProxies,null
no,Microsoft.Relay/namespaces/hybridconnections,null
no,Microsoft.Relay/namespaces/hybridconnections/authorizationrules,null
no,Microsoft.Relay/namespaces/wcfrelays,null
no,Microsoft.Relay/namespaces/wcfrelays/authorizationrules,null
no,Microsoft.Relay/checkNameAvailability,null
no,Microsoft.Relay/operations,null
no,Microsoft.Relay/locations,null
no,Microsoft.Relay/locations/namespaceOperationResults,null
no,Microsoft.ResourceConnector/locations,null
no,Microsoft.ResourceConnector/appliances,null
no,Microsoft.ResourceConnector/locations/operationsstatus,null
no,Microsoft.ResourceConnector/locations/operationresults,null
no,Microsoft.ResourceConnector/operations,null
no,Microsoft.ResourceConnector/telemetryconfig,null
no,Microsoft.ResourceGraph/resources,null
no,Microsoft.ResourceGraph/resourcesHistory,null
no,Microsoft.ResourceGraph/resourceChanges,null
no,Microsoft.ResourceGraph/resourceChangeDetails,null
no,Microsoft.ResourceGraph/operations,null
no,Microsoft.ResourceGraph/subscriptionsStatus,null
no,Microsoft.ResourceGraph/queries,null
no,Microsoft.ResourceGraph/generateQuery,null
no,Microsoft.ResourceNotifications/eventGridFilters,null
no,Microsoft.ResourceNotifications/operations,null
no,Microsoft.Resources/moboBrokers,null
no,Microsoft.Resources/locations/moboOperationStatuses,null
no,Microsoft.Resources/deploymentScripts,null
no,Microsoft.Resources/deploymentScripts/logs,null
no,Microsoft.Resources/locations/deploymentScriptOperationResults,null
no,Microsoft.Resources/decompileBicep,null
no,Microsoft.Resources/templateSpecs,null
no,Microsoft.Resources/templateSpecs/versions,null
no,Microsoft.Resources/builtInTemplateSpecs,null
no,Microsoft.Resources/builtInTemplateSpecs/versions,null
no,Microsoft.Resources/deploymentStacks,null
no,Microsoft.Resources/locations/deploymentStackOperationStatus,null
no,Microsoft.Resources/tenants,null
no,Microsoft.Resources/locations,null
no,Microsoft.Resources/operationresults,null
no,Microsoft.Resources/notifyResourceJobs,null
No,Microsoft.Resources/tags,null
no,Microsoft.Resources/checkPolicyCompliance,null
no,Microsoft.Resources/providers,null
no,Microsoft.Resources/checkresourcename,null
no,Microsoft.Resources/calculateTemplateHash,null
no,Microsoft.Resources/resources,null
no,Microsoft.Resources/subscriptions,null
no,Microsoft.Resources/subscriptions/resources,null
no,Microsoft.Resources/subscriptions/providers,null
no,Microsoft.Resources/subscriptions/operationresults,null
yes,Microsoft.Resources/resourceGroups,Resource Group
no,Microsoft.Resources/subscriptions/resourceGroups,null
no,Microsoft.Resources/subscriptions/resourcegroups/resources,null
no,Microsoft.Resources/subscriptions/locations,null
no,Microsoft.Resources/subscriptions/tagnames,null
no,Microsoft.Resources/subscriptions/tagNames/tagValues,null
yes,Microsoft.Resources/deployments,null
no,Microsoft.Resources/deployments/operations,null
no,Microsoft.Resources/validateResources,null
no,Microsoft.Resources/links,null
no,Microsoft.Resources/operations,null
no,Microsoft.Resources/bulkDelete,null
no,Microsoft.Resources/changes,null
no,Microsoft.Resources/snapshots,null
no,Microsoft.Resources/dataBoundaries,null
no,Microsoft.SaaS/applications,null
no,Microsoft.SaaS/checknameavailability,null
no,Microsoft.SaaS/saasresources,null
no,Microsoft.SaaS/operationResults,null
no,Microsoft.SaaS/operations,null
no,Microsoft.SaaS/resources,null
no,Microsoft.SaaSHub/operationStatuses,null
no,Microsoft.SaaSHub/cloudServices,null
no,Microsoft.SaaSHub/operations,null
no,Microsoft.SaaSHub/registeredSubscriptions,null
no,Microsoft.SaaSHub/checkNameAvailability,null
no,Microsoft.SaaSHub/canCreate,null
no,Microsoft.SaaSHub/locations,null
no,Microsoft.SaaSHub/locations/operationStatuses,null
no,Microsoft.Scom/locations/operationStatuses,null
no,Microsoft.Scom/operations,null
no,Microsoft.Scom/locations,null
no,Microsoft.Scom/managedInstances,null
no,Microsoft.Scom/managedInstances/monitoredResources,null
no,Microsoft.Scom/managedInstances/managedGateways,null
no,Microsoft.ScVmm/locations,null
no,Microsoft.ScVmm/Locations/OperationStatuses,null
no,Microsoft.ScVmm/operations,null
no,Microsoft.ScVmm/VMMServers,null
no,Microsoft.ScVmm/Clouds,null
no,Microsoft.ScVmm/VirtualNetworks,null
no,Microsoft.ScVmm/VirtualMachineTemplates,null
no,Microsoft.ScVmm/VirtualMachines,null
no,Microsoft.ScVmm/AvailabilitySets,null
no,Microsoft.ScVmm/VMMServers/InventoryItems,null
no,Microsoft.ScVmm/VirtualMachines/HybridIdentityMetadata,null
no,Microsoft.ScVmm/VirtualMachines/GuestAgents,null
no,Microsoft.ScVmm/VirtualMachines/Extensions,null
no,Microsoft.ScVmm/VirtualMachineInstances,null
yes,Microsoft.Search/searchServices,Search service
no,Microsoft.Search/checkServiceNameAvailability,null
no,Microsoft.Search/checkNameAvailability,null
no,Microsoft.Search/resourceHealthMetadata,null
no,Microsoft.Search/operations,null
no,Microsoft.Search/locations,null
no,Microsoft.Search/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null
no,Microsoft.Search/locations/usages,null
no,Microsoft.Search/locations/operationResults,null
no,Microsoft.SecurityCopilot/Operations,null
no,Microsoft.SecurityCopilot/locations,null
no,Microsoft.SecurityDetonation/chambers,null
no,Microsoft.SecurityDetonation/operations,null
no,Microsoft.SecurityDetonation/operationResults,null
no,Microsoft.SecurityDetonation/checkNameAvailability,null
no,Microsoft.SecurityDevOps/Locations,null
no,Microsoft.SecurityDevOps/Locations/OperationStatuses,null
no,Microsoft.SecurityDevOps/gitHubConnectors,null
no,Microsoft.SecurityDevOps/azureDevOpsConnectors,null
yes,Microsoft.SecurityDevOps/azureDevOpsConnectors/orgs,DevOps Connectors Org
no,Microsoft.SecurityDevOps/gitHubConnectors/owners,null
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/orgs/projects,null
yes,Microsoft.SecurityDevOps/gitHubConnectors/owners/repos,Github Owner Repository
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/orgs/projects/repos,null
no,Microsoft.SecurityDevOps/Operations,null
no,Microsoft.SecurityDevOps/gitHubConnectors/stats,null
yes,Microsoft.SecurityDevOps/gitHubConnectors/repos,Github Connectors Repo
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/stats,null
no,Microsoft.SecurityDevOps/azureDevOpsConnectors/repos,null
no,Microsoft.SecurityDevOps/gitLabConnectors,null
no,Microsoft.SecurityDevOps/gitHubConnectors/gitHubInstallations,null
no,Microsoft.SecurityDevOps/gitHubConnectors/gitHubInstallations/gitHubRepositories,null
no,Microsoft.SecurityDevOps/gitLabConnectors/groups,null
no,Microsoft.SecurityDevOps/gitLabConnectors/projects,null
no,Microsoft.SecurityDevOps/gitLabConnectors/stats,null
no,Microsoft.SecurityDevOps/gitLabConnectors/groups/projects,null
no,Microsoft.SecurityInsights/operations,null
no,Microsoft.SecurityInsights/alertRules,null
no,Microsoft.SecurityInsights/alertRuleTemplates,null
no,Microsoft.SecurityInsights/triggeredAnalyticsRuleRuns,null
no,Microsoft.SecurityInsights/cases,null
no,Microsoft.SecurityInsights/bookmarks,null
no,Microsoft.SecurityInsights/dataConnectors,null
no,Microsoft.SecurityInsights/dataConnectorDefinitions,null
no,Microsoft.SecurityInsights/dataConnectorsCheckRequirements,null
no,Microsoft.SecurityInsights/enrichment,null
no,Microsoft.SecurityInsights/fileImports,null
no,Microsoft.SecurityInsights/entities,null
no,Microsoft.SecurityInsights/incidents,null
no,Microsoft.SecurityInsights/officeConsents,null
no,Microsoft.SecurityInsights/settings,null
no,Microsoft.SecurityInsights/aggregations,null
no,Microsoft.SecurityInsights/entityQueries,null
no,Microsoft.SecurityInsights/entityQueryTemplates,null
no,Microsoft.SecurityInsights/threatIntelligence,null
no,Microsoft.SecurityInsights/automationRules,null
no,Microsoft.SecurityInsights/businessApplicationAgents,null
no,Microsoft.SecurityInsights/sourceControls,null
no,Microsoft.SecurityInsights/exportConnections,null
no,Microsoft.SecurityInsights/listrepositories,null
no,Microsoft.SecurityInsights/watchlists,null
no,Microsoft.SecurityInsights/confidentialWatchlists,null
no,Microsoft.SecurityInsights/huntsessions,null
no,Microsoft.SecurityInsights/hunts,null
no,Microsoft.SecurityInsights/onboardingStates,null
no,Microsoft.SecurityInsights/metadata,null
no,Microsoft.SecurityInsights/contentPackages,null
no,Microsoft.SecurityInsights/contentTemplates,null
no,Microsoft.SecurityInsights/contentProductPackages,null
no,Microsoft.SecurityInsights/contentProductTemplates,null
no,Microsoft.SecurityInsights/MitreCoverageRecords,null
no,Microsoft.SecurityInsights/overview,null
no,Microsoft.SecurityInsights/recommendations,null
no,Microsoft.SecurityInsights/billingStatistics,null
no,Microsoft.SecurityInsights/workspaceManagerConfigurations,null
no,Microsoft.SecurityInsights/workspaceManagerMembers,null
no,Microsoft.SecurityInsights/workspaceManagerGroups,null
no,Microsoft.SecurityInsights/workspaceManagerAssignments,null
no,Microsoft.SecurityInsights/securityMLAnalyticsSettings,null
no,Microsoft.SecurityInsights/contenttranslators,null
no,Microsoft.SerialConsole/consoleServices,null
no,Microsoft.SerialConsole/serialPorts,null
no,Microsoft.SerialConsole/locations,null
no,Microsoft.SerialConsole/locations/consoleServices,null
no,Microsoft.SerialConsole/operations,null
yes,Microsoft.ServiceFabric/clusters,Service fabric cluster
no,Microsoft.ServiceFabric/clusters/applications,null
no,Microsoft.ServiceFabric/clusters/applicationTypes,null
no,Microsoft.ServiceFabric/clusters/applicationTypes/versions,null
no,Microsoft.ServiceFabric/clusters/applications/services,null
no,Microsoft.ServiceFabric/locations,null
no,Microsoft.ServiceFabric/locations/clusterVersions,null
no,Microsoft.ServiceFabric/locations/environments,null
no,Microsoft.ServiceFabric/locations/operations,null
no,Microsoft.ServiceFabric/locations/operationResults,null
no,Microsoft.ServiceFabric/locations/unsupportedVMSizes,null
no,Microsoft.ServiceFabric/operations,null
yes,Microsoft.ServiceFabric/managedclusters,Service Fabric Managed Clusters
no,Microsoft.ServiceFabric/managedclusters/nodetypes,null
no,Microsoft.ServiceFabric/managedclusters/applicationTypes,null
no,Microsoft.ServiceFabric/managedclusters/applicationTypes/versions,null
no,Microsoft.ServiceFabric/managedclusters/applications,null
no,Microsoft.ServiceFabric/managedclusters/applications/services,null
no,Microsoft.ServiceFabric/locations/managedClusterOperations,null
no,Microsoft.ServiceFabric/locations/managedClusterOperationResults,null
no,Microsoft.ServiceFabric/locations/managedClusterVersions,null
no,Microsoft.ServiceFabric/locations/environments/managedClusterVersions,null
no,Microsoft.ServiceFabric/locations/managedUnsupportedVMSizes,null
yes,Microsoft.ServiceFabricMesh/applications,Service Fabric Mesh Applications
yes,Microsoft.ServiceFabricMesh/networks,Service Fabric Mesh Networks
yes,Microsoft.ServiceFabricMesh/volumes,Service Fabric Mesh Volumes
